name,name_normalized,short_description,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,dry_reason_en,oily_effect,oily_reason_tr,oily_reason_en,combination_effect,combination_reason_tr,combination_reason_en,normal_effect,normal_reason_tr,normal_reason_en,sensitive_effect,sensitive_reason_tr,sensitive_reason_en,mature_effect,mature_reason_tr,mature_reason_en,pregnancy_safe_effect,pregnancy_safe_reason_tr,pregnancy_safe_reason_en
noni juice,nonijuice,"Rating: Good. Categories: Skin-Soothing, Plant Extracts, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
nonoxynols,nonoxynols,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
nylon-12,nylon12,"Rating: Good. Categories: Texture Enhancer, Absorbent",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,160,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
o-cymen-5-ol,ocymen5ol,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,16,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oak root extract,oakrootextract,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Antioxidants",-1.0,0.0,0.0,1.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,2,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
oat beta-glucan,oatbetaglucan,"Rating: Best. Categories: Skin-Soothing, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,3,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
oat bran extract,oatbranextract,"Rating: Best. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,2,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
oat kernel extract,oatkernelextract,"Rating: Best. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,12,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
oatmeal,oatmeal,"Rating: Best. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,3,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
octyl methoxycinnamate,octylmethoxycinnamate,Rating: Best. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,9,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
octyl palmitate,octylpalmitate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,33,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
octyl salicylate,octylsalicylate,Rating: Best. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,2,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
octyl stearate,octylstearate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,17,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
octyldodecanol,octyldodecanol,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,209,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
octyldodecyl myristate,octyldodecylmyristate,"Rating: Good. Categories: Texture Enhancer, Skin-Softening, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,29,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
octyldodecyl neopentanoate,octyldodecylneopentanoate,"Rating: Good. Categories: Emollients, Skin-Softening",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,85,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oleanolic acid,oleanolicacid,"Rating: Best. Categories: Skin-Soothing, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,44,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
oleic acid,oleicacid,"Rating: Good. Categories: Cleansing Agents, Texture Enhancer",0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,49,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oleth-10,oleth10,"Rating: Good. Categories: Texture Enhancer, Cleansing Agents",0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,25,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oleths,oleths,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oleyl erucate,oleylerucate,Rating: Good. Categories: Skin-Softening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,7,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
olibanum extract,olibanumextract,"Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
olive oil/olive fruit oil,oliveoilolivefruitoil,"Rating: Good. Categories: Antioxidants, Plant Extracts, Skin-Replenishing, Emollients",3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
orange blossom,orangeblossom,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
orchid,orchid,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
oregano,oregano,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
orris root,orrisroot,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
oryzanol,oryzanol,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,42,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oxidoreductase,oxidoreductase,Rating: Best. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
oxybenzone,oxybenzone,Rating: Best. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,6,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ozokerite,ozokerite,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,78,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
padimate O,padimateo,Rating: Average. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palm kernel acid,palmkernelacid,"Rating: Good. Categories: Emollients, Cleansing Agents",1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,6,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palm oil,palmoil,"Rating: Best. Categories: Antioxidants, Skin-Replenishing, Emollients",3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,noxmoon,16,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmarosa oil,palmarosaoil,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
palmitic acid,palmiticacid,"Rating: Good. Categories: Emollients, Skin-Replenishing, Cleansing Agents",3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,219,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmitoyl dipeptide-10,palmitoyldipeptide10,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,2,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmitoyl hexapeptide-12,palmitoylhexapeptide12,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,30,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmitoyl pentapeptide-4,palmitoylpentapeptide4,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,51,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmitoyl tetrapeptide-7,palmitoyltetrapeptide7,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,303,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmitoyl tripeptide-5,palmitoyltripeptide5,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,67,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
palmitoyl tripeptide-8,palmitoyltripeptide8,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,9,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pansy extract,pansyextract,"Rating: Average. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
pantethine,pantethine,Rating: Good. Categories: Vitamins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,44,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
panthenol,panthenol,Rating: Best. Categories: Vitamins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,859,Humectant,Nemlendirici (Humektan),Nemi çeken ve ciltte tutan nemlendirici,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pantothenic acid,pantothenicacid,Rating: Best. Categories: Vitamins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,18,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
papain,papain,"Rating: Poor. Categories: Plant Extracts, Exfoliant",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,47,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
papaya extract,papayaextract,"Rating: Average. Categories: Plant Extracts, Exfoliant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
para-aminobenzoic acid (PABA),paraaminobenzoicacidpaba,Rating: Poor. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
parabens,parabens,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
paraffin,paraffin,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,123,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
passion fruit extract,passionfruitextract,Rating: Good. Categories: Plant Extracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
patchouli,patchouli,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
pawpaw extract,pawpawextract,"Rating: Average. Categories: Plant Extracts, Exfoliant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
peanut oil,peanutoil,"Rating: Good. Categories: Plant Extracts, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,12,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pecan oil,pecanoil,"Rating: Good. Categories: Plant Extracts, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pectin,pectin,"Rating: Good. Categories: Plant Extracts, Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,11,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pellitory,pellitory,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
pentadecalactone,pentadecalactone,Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,3,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
pentaerythrityl tetraisostearate,pentaerythrityltetraisostearate,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,34,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pentaerythrityl tetraoctanoate,pentaerythrityltetraoctanoate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,12,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pentapeptides,pentapeptides,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pentasodium pentetate,pentasodiumpentetate,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,25,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
pentylene glycol,pentyleneglycol,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,664,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
peppermint,peppermint,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
peptides,peptides,"Rating: Best. Categories: Skin-Soothing, Skin-Restoring",3.0,0.0,0.0,0.0,3.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
petitgrain mandarin,petitgrainmandarin,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
petrolatum,petrolatum,"Rating: Good. Categories: Skin-Soothing, Emollients",2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,249,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
