name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr
Vitis Vinifera (Grape) Seed Oil,vitisviniferagrapeseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,60,Oil / Lipid,Bitkisel Yağ,"vitis vinifera (grape) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"vitis vinifera (grape) seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem ",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Vitis Vinifera Leaf Extract,vitisviniferaleafextract,0,0,0,1,0,1,0,Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Asma Yaprağı),"Asma yaprağından elde edilen polifenol bakımından zengin ekstrakt; güçlü antioksidan koruma sağlar, mikro dolaşımı artırır ve bacak yorgunluğu ile ödemi azaltmada geleneksel olarak kullanılır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vitis Vinifera Seed Oil,vitisviniferaseedoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,85,Oil / Lipid,Bitkisel Yağ,"vitis vinifera seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"vitis vinifera seed oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyeri",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Vitreoscilla Ferment,vitreoscillaferment,1,0,0,1,2,0,0,Redness|Impaired skin barrier|Anyone,,manual_v2,0,Prebiotic / Probiotic,Probiyotik Ferment,"Vitreoscilla filiformis bakterisinin fermantasyon ürünü; cildin doğal savunma mekanizmasını güçlendirir, mikrobiyom dengesini destekler ve hassas cilt semptomlarını (kızarıklık, kaşıntı) azaltır.",neutral,,neutral,,neutral,,neutral,,beneficial,"Vitreoscilla filiformis bakterisinin fermantasyon ürünü; cildin doğal savunma mekanizmasını güçlendirir, mikrobiyom deng",neutral,,neutral,
Vp/Eicosene Copolymer,vpeicosenecopolymer,0,0,0,0,0,0,0,,,top1000,65,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"vp/eicosene copolymer, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vp/Hexadecene Copolymer,vphexadecenecopolymer,0,0,0,0,0,0,0,,,top1000,73,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"vp/hexadecene copolymer, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vp/Va Copolymer,vpvacopolymer,0,0,0,0,0,0,0,,,top1000,63,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"vp/va copolymer, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Water (Aqua),wateraqua,0,0,0,0,0,0,0,,,top1000,378,Skincare Ingredient,Cilt Bakım Bileşeni,"water (aqua), kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Water/Aqua/Eau,wateraquaeau,0,0,0,0,0,0,0,,,top1000,47,Skincare Ingredient,Cilt Bakım Bileşeni,"water/aqua/eau, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Water/Eau,watereau,0,0,0,0,0,0,0,,,top1000,53,Skincare Ingredient,Cilt Bakım Bileşeni,"water/eau, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Witch Hazel Extract,witchhazelextract,-1,2,1,0,-1,0,0,Oily|Enlarged Pores,Sensitive|Dry Dehydrated,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Cadı Fındığı),"Doğal astrenjan özelliklere sahip bitkisel ekstrakt; gözenekleri sıkılaştırır ve yağlanmayı kontrol eder, ancak içerdiği tanenler hassas ciltte tahriş ve kuruluğa neden olabilir.",caution,"Kurutucu etki yapabilir, nemlendiriciyle birlikte kullanılmalı",beneficial,"Doğal astrenjan özelliklere sahip bitkisel ekstrakt; gözenekleri sıkılaştırır ve yağlanmayı kontrol eder, ancak içerdiği",neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Xantham Gum,xanthamgum,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Cilt Bakım Bileşeni,"xantham gum, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Xanthan Gum,xanthangum,0,0,0,0,0,0,0,,,manual_v2,2208,Skincare Ingredient,Kıvam Artırıcı,"Doğal fermantasyonla elde edilen polisakkarit; formülasyona jel kıvamı verir, bileşenlerin homojen dağılmasını sağlar ve ürünün dokusunu iyileştirir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Xylitol,xylitol,1,0,0,1,1,0,0,Impaired skin barrier|Anyone,,manual_v2,316,Humectant,Nemlendirici / Prebiyotik,"Doğal şeker alkolü; cildin faydalı mikroorganizmalarını besleyerek mikrobiyom dengesini destekler, hafif nemlendirme sağlar ve cilt bariyerinin bütünlüğüne katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Xylitylglucoside,xylitylglucoside,1,0,0,0,0,0,0,Anyone,,top1000,50,Surfactant,Yüzey Aktif Madde (Nazik),"xylitylglucoside, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Yeast Extract,yeastextract,1,0,0,1,0,2,0,Fine Lines|Radiance,,manual_v2,0,Prebiotic / Probiotic,Maya Ekstrakt,"Maya hücrelerinden elde edilen biyoaktif ekstrakt; B vitaminleri, amino asitler ve mineraller bakımından zengin olup cildin enerji metabolizmasını destekler ve yenilenme sürecini hızlandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Maya hücrelerinden elde edilen biyoaktif ekstrakt; B vitaminleri, amino asitler ve mineraller bakımından zengin olup cil",neutral,
Yellow 5,yellow5,0,0,0,0,0,0,0,,,top1000,39,Skincare Ingredient,Cilt Bakım Bileşeni,"yellow 5, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Yellow 5 (Ci 19140),yellow5ci19140,0,0,0,0,0,0,0,,,top1000,69,Skincare Ingredient,Renklendirici,"yellow 5 (ci 19140), formülasyona renk veren kozmetik pigment; ürünün görsel çekiciliğini artırır, cilt bakım faydası yoktur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zea Mays (Corn) Starch,zeamayscornstarch,0,0,0,0,0,0,0,,,top1000,54,Skincare Ingredient,Cilt Bakım Bileşeni,"zea mays (corn) starch, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zea Mays Starch,zeamaysstarch,0,0,0,0,0,0,0,,,top1000,68,Skincare Ingredient,Cilt Bakım Bileşeni,"zea mays starch, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Carbonate,zinccarbonate,1,0,0,0,0,0,0,,,top1000,70,Mineral,Mineral,"zinc carbonate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Chloride,zincchloride,0,0,0,0,0,0,0,,,top1000,96,Mineral,Mineral,"zinc chloride, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Citrate,zinccitrate,0,0,0,0,0,0,0,,,top1000,183,Mineral,Mineral,"zinc citrate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Gluconate,zincgluconate,0,0,0,0,0,0,0,,,top1000,102,Mineral,Mineral,"zinc gluconate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Neodecanoate,zincneodecanoate,0,0,0,0,0,0,0,,,top1000,55,Mineral,Mineral,"zinc neodecanoate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Oxide,zincoxide,0,0,0,1,2,0,1,UV Protection|Redness|Anyone,,manual_v2,131,Sunscreen Agent,Fiziksel Güneş Filtresi,"Geniş spektrumlu mineral güneş filtresi; UVA ve UVB ışınlarını fiziksel olarak yansıtarak koruma sağlar, hassas ciltler ve çocuklar için en güvenli güneş koruyucu seçeneklerden biridir.",neutral,,neutral,,neutral,,neutral,,beneficial,"Geniş spektrumlu mineral güneş filtresi; UVA ve UVB ışınlarını fiziksel olarak yansıtarak koruma sağlar, hassas ciltler ",neutral,,neutral,
Zinc Pca,zincpca,-1,2,1,0,-1,0,0,,,top1000,104,Mineral,Mineral,"zinc pca, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",beneficial,Yağlı cilt için faydalı bileşen,neutral,,neutral,,caution,Hassas ciltte tahriş ve kızarıklık yapabilir,neutral,,neutral,
Zinc Pyrithione,zincpyrithione,0,0,0,0,0,0,0,,,top1000,104,Mineral,Mineral,"zinc pyrithione, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Ricinoleate,zincricinoleate,1,0,0,0,0,0,0,Texture,,top1000,38,Emollient,Yumuşatıcı Ester,"zinc ricinoleate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Stearate,zincstearate,1,0,0,0,0,0,0,Texture,,top1000,62,Emollient,Yumuşatıcı Ester,"zinc stearate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zinc Sulfate,zincsulfate,0,1,0,0,0,0,0,Acne,,manual_v2,0,Mineral,Mineral (Çinko),"Çinko sülfat; yara iyileşmesini destekleyen, antimikrobiyal ve anti-inflamatuar özellikler taşıyan iz element, akne tedavisinde ve cilt yenilenmesinde yardımcı rol oynar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Zingiber Officinale (Ginger) Root Extract,zingiberofficinalegingerrootextract,1,0,0,0,0,0,0,,,top1000,33,Botanical Extract,Bitkisel Ekstrakt,"zingiber officinale (ginger) root extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
[+/- May Contain Ci 77891 / Titanium Dioxide,maycontainci77891titaniumdioxide,0,0,0,1,1,0,1,,,top1000,28,Mineral,Mineral,"[+/- may contain ci 77891 / titanium dioxide, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Água,gua,0,0,0,0,0,0,0,,,top1000,33,Skincare Ingredient,Cilt Bakım Bileşeni,"água, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pentaerythrityl Tetraethylhexanoate,pentaerythrityltetraethylhexanoate,Emoliyan,Emoliyan,Cilt yüzeyinde yumuşatıcı bir tabaka oluşturarak nem kaybını önleyen bir emoliyandır. Cilde pürüzsüz bir doku kazandırır ve ürünün yayılımını kolaylaştırır.,,,ai,1,3.0,beneficial,Cilt bariyerini destekleyerek su kaybını önler ve yoğun nem sağlar.,1.0,neutral,Hafif yapısı sayesinde gözenekleri tıkama riski düşüktür ancak yağlı ciltlerde aşırı parlaklık yapabilir.,2.0,beneficial,Kuru bölgeleri nemlendirirken yağlı bölgelerde ağır bir his bırakmadan yumuşaklık sağlar.,2.0,beneficial,Cilt dokusunu iyileştirir ve sağlıklı bir görünüm kazandırır.,2.0,beneficial,"Tahriş edici özelliği düşük, yatıştırıcı bir bariyer oluşturucu olarak çalışır.",3.0,beneficial,Yaşlanma belirtileriyle birlikte azalan lipid desteğini sağlar ve cildi dolgun gösterir.,3.0,beneficial,Güvenli bir emoliyandır ve hamilelik döneminde cilt bakımında kullanılabilir.
A fA Rathacenes lees Jue,afarathacenesleesjue,Bilinmeyen,Bilinmeyen,Bu maddetin kozmetik üzerindeki etkisi ve işlevi net olarak belirtilmemiştir; dolayısıyla genel bir değerlendirme yapılamaz.,,,ai,1,0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir."
Potassiucn AT: i et ss,potassiucnatietss,Bilinmeyen,Bilinmeyen,Bu maddetin kozmetik üzerindeki etkisi ve işlevi net olarak belirtilmemiştir; dolayısıyla genel bir değerlendirme yapılamaz.,,,ai,1,0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir."
Tabet gti cengl Why ghee Glycerin Martha Gato Tmecgcees 0 Partice ayityt Sesqucapeytate (Srey ted ect foe lingam farming) BOO Norural Cotent Boa Cee Coote cat Tre ix esSoctean ite yedict rr tet re ete (promae,tabetgticenglwhygheeglycerinmarthagatotmecgcees0particeayitytsesqucapeytateboonoruralcotentboaceecootecattreixessocteaniteyedictrrtetreetepromae,Bilinmeyen,Bilinmeyen,Bu maddetin kozmetik üzerindeki etkisi ve işlevi net olarak belirtilmemiştir; dolayısıyla genel bir değerlendirme yapılamaz.,,,ai,1,0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir."
"Ceoeumjarmyypa Urano tar toa Yabostesy Mish Dacete pu lat ho 4! Beryuadun ""ANAL Ub VG 22442 THE Win SeDehpa Par a pa0s24 093300",ceoeumjarmyypauranotartoayabostesymishdacetepulatho4beryuadunanalubvg22442thewinsedehpaparapa0s24093300,Bilinmeyen,Bilinmeyen,Bu maddetin kozmetik üzerindeki etkisi ve işlevi net olarak belirtilmemiştir; dolayısıyla genel bir değerlendirme yapılamaz.,,,ai,1,0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir.",0.0,neutral,"Bilgi yetersiz, dolayısıyla nötr kabul edilmiştir."
Myrtus Communis Leaf Water,myrtuscommunisleafwater,Bitkisel Hidrosol,Bitkisel Hidrosol,"Murt yapraklarından distilasyon yoluyla elde edilen bir bitki suyudur. Cildi yatıştırma, canlandırma ve hafif antiseptik özellikler sunma kapasitesine sahiptir.",,,ai,1,0.0,neutral,Yatıştırıcıdır ancak tek başına yoğun nemlendirme sağlamaz.,2.0,beneficial,Sebum dengelenmesine yardımcı olur ve gözenek görünümünü destekler.,2.0,beneficial,Yağlı bölgeleri dengelerken cildi ferahlatır.,1.0,beneficial,Cilde tazelik ve canlılık verir.,2.0,beneficial,Doğal yatıştırıcı etkisiyle kızarıklığı azaltmaya yardımcı olabilir.,1.0,neutral,Antioksidan etkisiyle destekleyicidir ancak yaşlanma karşıtı ana içerik değildir.,2.0,beneficial,Doğal bir içerik olduğu için güvenle kullanılabilir.
Xylityl Sesquicaprylate,xylitylsesquicaprylate,Koruyucu / Kondisyoner,Koruyucu / Kondisyoner,"Prebiyotik özellik gösteren, ürünün raf ömrünü uzatan ve cildin mikrobiyom dengesini destekleyen bir içeriktir. Hassas ciltler için nazik bir koruyucu alternatifi olarak kullanılır.",,,ai,1,1.0,beneficial,Cilt bariyerini korumaya yardımcı olur.,2.0,beneficial,Hafif yapısıyla ciltte ağırlık yapmadan koruma sağlar.,2.0,beneficial,Mikrobiyom dengesini sağlayarak cilt bariyerini destekler.,2.0,beneficial,Cilt sağlığını korumak için ideal bir bileşendir.,3.0,beneficial,Geleneksel koruyuculara göre çok daha nazik ve mikrobiyom dostudur.,2.0,beneficial,Zayıflayan cilt bariyerini destekleyici etkisi vardır.,2.0,beneficial,Güvenli bir koruyucu profil sergiler.
Hydrolyzed Corn Starch Octenylsuccinate,hydrolyzedcornstarchoctenylsuccinate,Kıvam Artırıcı / Film Oluşturucu,Kıvam Artırıcı / Film Oluşturucu,"Mısır nişastasından türetilen bu modifiye polimer, ciltte ince bir film tabakası oluşturarak su kaybını azaltır ve yumuşak bir his sağlar. Ayrıca ürünlerin dokusunu iyileştirir ve diğer aktiflerin ciltte kalmasına yardımcı olur.",,,ai,1,2.0,beneficial,Ciltte nem bariyeri oluşturarak su kaybını azaltır ve yumuşaklık sağlar.,0.0,neutral,"Hafif yapısı nedeniyle yağlı ciltte ağırlık yapmaz, ancak doğrudan yağ kontrolü sağlamaz.",1.0,beneficial,Kuru bölgelerde nemlendirici etki gösterirken yağlı bölgelerde ağırlık yapmaz.,1.0,beneficial,Cilt bariyerini destekler ve genel cilt sağlığına katkıda bulunur.,-1.0,caution,"Genellikle toleransa sahip olsa da, bazı hassas ciltlerde tahrişe neden olabilir.",2.0,beneficial,Cilt elastikiyetini destekler ve ince çizgilerin görünümünü azaltmaya yardımcı olur.,2.0,beneficial,"Hamilelikte güvenli kabul edilen bir bileşendir, topikal kullanımda sistemik emilimi düşüktür."
Acetyl Tetrapeptide-15,acetyltetrapeptide15,Peptit / Anti-aging,Peptit / Anti-aging,Ciltte kolajen üretimini uyararak kırışıklıkları azaltmaya yardımcı olan bir peptittir. Ayrıca cilt bariyerini güçlendirir ve nem kaybını önler.,,,ai,1,2.0,beneficial,Cilt bariyerini güçlendirerek nem kaybını azaltır ve kuruluğu giderir.,0.0,neutral,"Yağlı ciltlerde herhangi bir olumsuz etkisi yoktur, ancak doğrudan yağ kontrolü sağlamaz.",1.0,beneficial,Karma ciltlerde hem kuru bölgelere nem sağlar hem de yağlı bölgelerde sorun yaratmaz.,1.0,beneficial,Normal ciltlerde yaşlanma karşıtı fayda sağlar ve cilt sağlığını destekler.,2.0,beneficial,Tahriş edici değildir ve cilt bariyerini onararak hassasiyeti azaltabilir.,3.0,beneficial,Kolajen üretimini artırarak yaşlanma belirtilerini azaltır ve cilt sıkılığını iyileştirir.,2.0,beneficial,"Hamilelikte güvenli kabul edilir, sistemik emilimi düşüktür."
